"state_code","latitude","longitude","zip_code","id","city","name","founded_at","closed_at","first_funding_at","last_funding_at","age_first_funding_year","age_last_funding_year","age_first_milestone_year","age_last_milestone_year","relationships","funding_rounds","funding_total_usd","milestones","is_CA","is_NY","is_MA","is_TX","is_otherstate","category_code","is_software","is_web","is_mobile","is_enterprise","is_advertising","is_gamesvideo","is_ecommerce","is_biotech","is_consulting","is_othercategory","has_VC","has_angel","has_roundA","has_roundB","has_roundC","has_roundD","is_top500","status"
"NY",40.730646,-73.986614,"10004","c:71120","New York","Triples Media",2010-06-01,2013-07-01,2011-03-01,2011-03-01,0.7479,0.7479,NA,NA,3,2,1e+05,0,0,1,0,0,0,"advertising",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"closed"
"NY",40.73901,-73.997259,"10011","c:20146","New York","RightsFlow",2007-10-01,NA,2009-08-26,2009-08-26,1.9041,1.9041,1.9041,4.0027,13,1,1500000,3,0,1,0,0,0,"music",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"acquired"
"WA",47.617838,-122.356027,"98104","c:7440","Seattle","thePlatform",2000-01-01,NA,2006-01-12,2006-01-12,6.0356,6.0356,10.4959,12.6137,19,1,8e+06,4,0,0,0,0,1,"web",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"acquired"
"CA",34.018275,-118.495025,"90401","c:512","Santa Monica","Docstoc",2007-08-01,NA,2007-11-01,2008-04-28,0.2521,0.7425,4.2082,6.3479,22,2,4e+06,4,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"acquired"
"CA",37.7611016,-122.4160008,"94110","c:25808","San Francisco","TwtBks",2009-06-20,2012-03-03,2009-06-26,2009-06-26,0.0164,0.0164,NA,NA,3,1,25000,0,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"closed"
"CA",37.484347,-122.225803,"94063","c:20117","Redwood City","Zenprise",2003-01-01,NA,2005-06-06,2012-01-01,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,1,0,0,0,0,"mobile",0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"acquired"
"CA",40.787878,-74.388207,"94402","c:10398","San Mateo","Picateers",2005-01-01,2011-11-01,2006-01-01,2008-08-25,1,3.6493,3.4986,3.4986,10,2,12100000,1,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"closed"
"CA",37.779281,-122.419236,"94111","c:14854","San Francisco","Vontu",2001-01-01,NA,2005-03-21,2006-08-11,4.2192,5.611,5.0027,5.0027,9,2,2e+07,1,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"acquired"
"TX",30.409765,-97.75101,"78759","c:37647","Austin","NextIO",2003-01-01,2013-07-01,2005-01-11,2012-05-17,2.0301,9.3808,9.0055,9.0055,10,4,49600000,1,0,0,0,1,0,"hardware",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,"closed"
"CA",34.1549426,-118.6545471,"91302","c:18875","Calabasas","Emergent Game Technologies",2000-01-01,NA,2007-07-05,2009-12-10,7.5123,9.9479,0.4164,0.4164,3,5,51450000,1,1,0,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,"acquired"
"CA",37.775206,-122.419209,"94107","c:27591","San Francisco","threadsy",2008-06-01,NA,2008-03-27,2010-12-07,-0.1808,2.5178,4.6904,4.6904,7,2,6300000,1,1,0,0,0,0,"messaging",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"acquired"
"NY",40.750519,-73.993494,"10001","c:76274","New York","Sonar.me",2010-01-01,2013-07-17,2012-01-01,2012-01-01,2,2,1.0274,3.1644,8,1,2e+05,3,0,1,0,0,0,"mobile",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"closed"
"OH",39.099909,-84.504243,"45202","c:150577","Cincinnati","StyleZen",2011-09-01,2013-04-01,2011-09-01,2011-09-01,0,0,0,0,2,1,20000,1,0,0,0,0,1,"fashion",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"closed"
"MA",42.492256,-71.134549,"1864","c:12052","North Reading","Kiva Systems",2003-01-01,NA,2003-01-01,2006-05-24,0,3.3945,6.9781,9.2192,13,2,11600000,3,0,0,1,0,0,"hardware",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,"acquired"
"CA",37.391727,-122.077597,"94041","c:3180","Mountain View","Krillion",2006-05-01,NA,2006-06-14,2006-06-14,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"acquired"
"OH",39.099909,-84.504243,"45202","c:33912","Cincinnati","Transactiv",2009-07-01,2013-07-19,2009-10-13,2009-10-13,0.2849,0.2849,0,0.2849,2,1,1200000,2,0,0,0,0,1,"advertising",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"closed"
"CA",34.054935,-118.244476,"90049","c:71372","Los Angeles","nprogress",2010-02-01,2012-01-01,2011-12-01,2011-12-01,1.8301,1.8301,1.1616,1.1616,4,1,1700000,2,1,0,0,0,0,"social",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"closed"
"CA",39.762314,-104.982256,"94010","c:465","Burlingame","Brightkite",2007-01-01,2011-12-01,2007-08-01,2009-07-06,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,1,0,0,0,0,"social",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,"acquired"
"CA",37.7915,-122.40045,"94104","c:17430","San Francisco","Peanut Labs",2005-01-01,NA,2006-02-01,2008-02-19,1.0849,3.1342,5.9178,7.9342,16,2,4200000,2,1,0,0,0,0,"enterprise",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,"acquired"
"MA",42.354023,-71.058096,"2110","c:4529","Boston","FlipKey",2007-01-01,NA,2007-12-01,2008-08-20,0.9151,1.6356,4.8521,6.0904,7,2,5e+05,2,0,0,1,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"acquired"
"TX",32.997114,-96.676137,"75082","c:41957","Richardson","AppTrigger",2002-01-01,NA,2007-12-13,2007-12-13,5.9507,5.9507,NA,NA,1,1,21500000,0,0,0,0,1,0,"public_relations",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"acquired"
"UT",40.3310529,-111.7276347,"84042","c:2889","Lindon","Footnote",2006-06-01,NA,2006-06-16,2008-01-01,0.0411,1.5863,2.2795,4.3918,4,2,1e+07,2,0,0,0,0,1,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"acquired"
"CA",34.054935,-118.244476,"90064","c:46042","Los Angeles","NextMedium",2004-01-01,2011-12-24,2005-02-01,2006-07-24,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"closed"
"NM",35.084103,-106.650985,"87102","c:38504","Albuquerque","iosil Energy",2007-01-01,2012-03-04,2009-12-24,2012-03-17,2.9808,5.211,NA,NA,4,2,13875001,0,0,0,0,0,1,"cleantech",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"closed"
"NJ",40.347054,-74.064306,"7701","c:25997","Red Bank","Kurani Interactive",2000-01-01,2013-06-01,2010-11-25,2010-11-25,10.9068,10.9068,9.2548,9.2548,5,1,275000,1,0,0,0,0,1,"software",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"closed"
"CA",37.426316,-122.141082,"94306","c:2953","Palo Alto","Kapow Software",2005-01-01,NA,2005-02-01,2010-01-13,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"acquired"
"MA",42.360253,-71.058291,"2110","c:49876","Boston","Locately",2008-07-01,NA,2010-08-01,2012-07-07,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,0,0,1,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"acquired"
"CA",37.520592,-122.255907,"94306","c:1447","Palo Alto","TrustedID",2005-01-01,NA,2005-10-01,2007-10-18,0.7479,2.7945,2.0575,3.8356,5,3,2.5e+07,2,1,0,0,0,0,"security",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"acquired"
"PA",40.6015759,-75.3611135,"18015","c:26114","Bethlehem","Ciclon Semiconductor Device Corporation",2004-01-01,NA,2005-08-02,2007-03-07,1.5863,3.1808,NA,NA,1,3,24150000,0,0,0,0,0,1,"semiconductor",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,"acquired"
"CA",37.382162,-122.036301,"94086","c:25688","Sunnyvale","Azingo",2005-01-01,2009-08-11,2006-10-01,2008-07-18,1.7479,3.5452,2,2,4,2,8e+07,1,1,0,0,0,0,"mobile",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"closed"
"CA",37.354469,-121.990433,"95051","c:335","Santa Clara","Vudu",2004-01-01,NA,2005-06-01,2007-04-29,1.4164,3.326,4.4192,9.8164,11,2,3.6e+07,3,1,0,0,0,0,"hardware",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"acquired"
"MO",38.703764,-90.443832,"63043","c:10153","Saint Louis","ITOG, Inc.",2006-09-19,2010-04-16,2008-02-11,2008-02-11,1.3973,1.3973,NA,NA,1,1,205000,0,0,0,0,0,1,"network_hosting",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"closed"
"CA",37.387845,-122.055197,"94089","c:27","Sunnyvale","Plaxo",2002-11-17,NA,2002-11-01,2007-02-01,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"acquired"
"CA",37.550954,-122.315396,"94303","c:1957","Palo Alto","Sharetivity",2007-07-07,2012-11-11,2006-05-01,2006-05-01,-1.1836,-1.1836,0.8301,0.8301,1,1,2e+06,1,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"closed"
"CA",37.627971,-122.426804,"94066","c:63","San Bruno","YouTube",2005-02-01,NA,2005-11-01,2006-04-01,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,1,0,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,"acquired"
"NY",40.730646,-73.986614,"10018","c:58699","New York City","Hashable",2010-01-01,2012-07-25,2010-11-22,2010-11-22,0.8904,0.8904,1.3288,2.526,15,1,4e+06,2,0,1,0,0,0,"mobile",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"closed"
"NY",40.74929,-73.981328,"10016","c:43386","New York","MyNines",2009-08-01,2011-08-05,2010-04-19,2010-04-19,0.7151,0.7151,0.7479,2.011,2,1,5e+05,2,0,1,0,0,0,"ecommerce",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"closed"
"TX",30.387275,-97.759511,"78759","c:3717","Austin","itzbig",2006-06-01,2010-03-24,2007-02-27,2007-02-27,0.7425,0.7425,1.1671,3.9151,9,1,4e+06,2,0,0,0,1,0,"search",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"closed"
"NY",40.650104,-73.949582,"11201","c:70893","Brooklyn","Loosecubes",2010-01-01,2012-01-01,2010-01-01,2012-06-05,0,2.4274,2.4274,2.4986,8,2,9030000,2,0,1,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"closed"
"PA",39.952399,-75.16359,"19104","c:24727","Philadelphia","Avid Radiopharmaceuticals",2005-01-01,NA,2005-01-25,2009-05-21,0.0658,4.3863,NA,NA,15,4,69900000,0,0,0,0,0,1,"biotech",0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,"acquired"
"CA",34.050451,-118.437775,"90024","c:162219","Los Angeles","Contur",2011-09-01,2012-11-01,2012-05-01,2012-05-01,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,1,0,0,0,0,"messaging",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"closed"
"IN",39.7672093,-86.1580785,"46204","c:12178","Indianapolis","ExactTarget",2000-12-01,NA,2004-07-21,2012-10-24,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,0,0,0,0,1,"software",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"acquired"
"MA",42.504817,-71.195611,"1803","c:23487","Burlington","Rhythmia Medical",2004-01-01,NA,2007-02-06,2010-09-24,3.1014,6.7342,4.0027,6.7342,3,3,14700000,2,0,0,1,0,0,"medical",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"acquired"
"CA",37.437328,-122.159928,"94303","c:3400","Palo Alto","MyMiniLife",2007-01-01,NA,2006-11-15,2007-11-15,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,1,0,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"acquired"
"CA",37.538352,-122.299665,"94403","c:176278","San Mateo","Adept Cloud",2011-06-01,NA,2012-10-01,2012-11-01,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,1,0,0,0,0,"enterprise",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"acquired"
"CA",37.4484914,-122.1802812,"94025","c:22113","Menlo Park","Factery",2009-04-01,2013-01-17,2009-09-10,2009-09-10,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"closed"
"PA",40.364273,-74.951278,"18938","c:5617","New Hope","MeetMe, Inc.",2005-04-01,NA,2007-01-29,2008-07-29,1.8301,3.3288,3.274,7.6274,16,2,17100000,4,0,0,0,0,1,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"acquired"
"CO",39.6478,-104.9875,"80155","c:15996","Englewood","WildBlue",2004-01-01,NA,2008-09-03,2008-09-03,4.6767,4.6767,5.9671,5.9671,0,1,5e+07,1,0,0,0,0,1,"web",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"acquired"
"CA",34.054935,-118.244476,"90039","c:46893","Los Angeles","HeadCase Humanufacturing",2006-01-01,2012-01-01,2006-08-28,2006-08-28,0.6548,0.6548,NA,NA,3,1,9e+05,0,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"closed"
"CA",37.563905,-122.324688,"94401","c:1753","San Mateo","bluepulse",1990-04-10,2010-01-01,2007-04-01,2007-04-01,16.9863,16.9863,16.663,18.3233,7,1,6e+06,2,1,0,0,0,0,"network_hosting",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"closed"
"NY",40.729839,-73.991781,"10003","c:22057","New York","Mr. Youth",2002-01-01,NA,2002-10-01,2009-02-01,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,0,1,0,0,0,"advertising",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,"acquired"
"CA",38.232583,-122.636465,"94954","c:35887","Petaluma","Teknovus",2001-01-01,NA,2002-01-01,2009-11-16,1,8.8795,4.0027,9.1863,7,5,62600000,2,1,0,0,0,0,"semiconductor",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,"acquired"
"CA",37.486368,-122.230116,"94063","c:1628","Redwood City","Qik",2006-06-01,NA,2008-04-09,2011-01-06,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,1,0,0,0,0,"mobile",0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"acquired"
"CA",34.172904,-118.374037,"91601","c:4453","North Hollywood","EQAL",2008-04-01,NA,2008-04-16,2011-05-23,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"acquired"
"TX",31.5682893,-97.1973664,"76710","c:16973","Waco","IonLogix Systems",2007-12-11,2011-02-02,2008-10-24,2008-10-24,0.8712,0.8712,NA,NA,1,1,30000,0,0,0,0,1,0,"software",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"closed"
"CA",37.386778,-121.966277,"95054","c:47689","Santa Clara","Atrica",2000-01-01,2007-12-13,2006-04-05,2006-04-05,6.263,6.263,6.0055,6.0055,10,1,22200000,1,1,0,0,0,0,"public_relations",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"closed"
"CO",40.0186731,-105.2762236,"80302","c:459","Boulder","Socialthing",2007-05-18,NA,2007-08-01,2007-10-23,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,0,0,0,0,1,"network_hosting",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"acquired"
"NY",40.743808,-73.983626,"10010","c:3094","New York","Next New Networks",2007-03-01,NA,2007-01-01,2010-12-29,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,0,1,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,"acquired"
"CA",34.394343,-119.51231,"93013","c:12468","Carpinteria","AdECN",2003-01-01,NA,2006-02-01,2006-02-01,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,1,0,0,0,0,"advertising",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"acquired"
"CA",37.451124,-122.166264,"94025","c:856","Menlo Park","Cuil",2005-01-01,2010-09-01,2007-03-01,2008-04-15,2.1616,3.2877,3.4986,7.6904,13,2,3.3e+07,4,0,0,0,0,0,"search",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"closed"
"CA",37.430025,-122.09998,"94043","c:16276","Mountain View","Sensory Networks",2003-01-01,NA,2005-10-10,2008-01-01,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"acquired"
"CA",37.491356,-122.228843,"94025","c:410","Menlo Park","Flock",2005-01-01,NA,2005-01-01,2008-05-21,0,3.3863,5.3973,8.7123,17,5,28300000,4,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"acquired"
"CA",37.563585,-122.324621,"94043","c:726","Mountain View","AdMob",2006-12-01,NA,2006-09-01,2009-01-29,-0.2493,2.1644,1.411,6.537,42,4,46800000,6,1,0,0,0,0,"advertising",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,"acquired"
"IL",41.879535,-87.624333,"60654","c:8573","Chicago","FeeFighters",2009-01-01,NA,2010-05-01,2011-01-12,1.3288,2.0301,2,2.0301,5,3,1525000,2,0,0,0,0,1,"ecommerce",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"acquired"
"NY",40.730646,-73.986614,"10010","c:102867","New York City","WeHostels",2011-11-15,NA,2012-03-18,2012-03-18,0.3397,0.3397,0.5452,1.7151,9,1,1200000,3,0,1,0,0,0,"travel",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"acquired"
"CA",37.391642,-122.093935,"94040","c:431","Mountain View","TimeBridge",2005-05-01,NA,2005-07-05,2009-05-11,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"acquired"
"PA",39.959721,-75.605964,"19380","c:60516","West Chester","Lazarus Therapeutics",2006-01-01,2012-02-01,2010-08-02,2010-08-02,4.5863,4.5863,NA,NA,1,1,1e+05,0,0,0,0,0,1,"biotech",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"closed"
"CA",37.779281,-122.419236,"94105","c:43832","San Francisco","Loyalty Lab",2003-01-01,NA,2005-03-22,2010-04-29,2.2219,7.3288,7.0055,7.0055,4,3,1.1e+07,1,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,"acquired"
"TN",36.16223,-86.774353,"37201","c:83142","Nashville","RentStuff.com",2010-01-01,NA,2011-05-05,2012-04-12,1.3397,2.2795,1,1,3,2,675000,1,0,0,0,0,1,"web",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"acquired"
"CA",37.3725243,-122.035963,"94086","c:9669","Sunnyvale","ZManda",2005-01-01,NA,2005-01-01,2007-05-22,0,2.3863,NA,NA,5,2,1.3e+07,0,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"acquired"
"NY",40.728425,-73.999882,"10012","c:62802","New York","Jumo",2010-02-01,NA,2010-11-01,2010-11-01,0.7479,0.7479,1.0329,2.4986,5,1,3500000,2,0,1,0,0,0,"social",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"acquired"
"MA",42.49173,-71.281795,"1730","c:56568","Bedford","Sionex",2001-01-01,2010-08-06,2005-12-07,2005-12-07,4.9342,4.9342,0,0,2,1,1.2e+07,1,0,0,1,0,0,"hardware",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"closed"
"CA",37.524422,-122.265869,"94002","c:531","Belmont","sezmi",2007-01-01,NA,2007-08-01,2011-11-07,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,1,0,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,"acquired"
"TN",36.13996,-86.796377,"37212","c:10158","Nashville","StudioNow",2007-01-01,NA,2007-06-15,2013-01-29,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,0,0,0,0,1,"photo_video",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"acquired"
"CA",37.79402,-122.4031242,"94111","c:11438","San Francisco","PicApp",2008-01-01,NA,2008-09-17,2008-09-17,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"acquired"
"WA",47.184901,-122.292141,"98371","c:75796","Puyallup","Million Dollar Earth",2011-03-01,2012-10-01,2011-03-07,2011-03-07,0.0164,0.0164,0,0,1,1,30000,1,0,0,0,0,1,"advertising",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"closed"
"CA",37.538352,-122.299665,"94403","c:45428","San Mateo","Composite Software",2002-01-01,NA,2002-01-01,2012-10-24,0,10.8192,9.5863,9.5863,28,3,14650003,1,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"acquired"
"CA",37.7710177,-122.4025976,"94110","c:16365","San Francisco","Terracotta",2003-01-01,NA,2006-02-27,2008-09-01,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"acquired"
"MA",42.493447,-71.514104,"1719","c:46889","Boxborough","FireStar Software",2001-01-01,2010-04-29,2006-01-03,2006-01-03,5.0082,5.0082,NA,NA,2,1,980000,0,0,0,1,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"closed"
"CA",37.390956,-122.032795,"94085","c:16264","Sunnyvale","Aquest Systems",2004-01-01,2010-11-10,2007-02-26,2007-02-26,3.1562,3.1562,NA,NA,0,1,2e+07,0,1,0,0,0,0,"hardware",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"closed"
"WA",47.603327,-122.334983,"98104","c:1253","Seattle","Faves",2004-12-01,2011-12-31,2004-01-01,2004-01-01,-0.9178,-0.9178,NA,NA,4,1,1500000,0,0,0,0,0,1,"web",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"closed"
"CA",34.031328,-118.471463,"90404","c:2838","Santa Monica","Generate",2004-01-01,NA,2008-03-04,2009-07-14,4.1753,5.537,6.3836,6.3836,0,2,8e+06,1,1,0,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"acquired"
"CA",37.453687,-122.228595,"94401","c:732","San Mateo","Attributor",2005-10-01,NA,2006-01-28,2010-06-10,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"acquired"
"CA",37.552262,-122.292146,"94403","c:1853","San Mateo","Greenplum Software",2003-06-01,NA,2006-03-01,2008-01-01,2.7507,4.589,7.9205,9.211,21,4,6.1e+07,2,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,"acquired"
"CA",37.396312,-121.961396,"95054","c:971","Santa Clara","PlaySpan",2006-05-01,NA,2007-09-01,2010-08-19,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,1,0,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,"acquired"
"MD",38.963492,-77.091025,"20815","c:1107","Chevy Chase","JackBe",2002-01-01,NA,2006-01-10,2010-04-08,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,0,0,0,0,1,"software",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"acquired"
"CA",37.496904,-122.333057,"94404","c:17252","San Mateo","D2C Games",2006-01-01,2008-02-26,2006-12-27,2007-08-29,0.9863,1.6575,-1.3342,-1.3342,1,2,7500000,1,1,0,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"closed"
"CA",37.557637,-122.285714,"94304","c:997","Palo Alto","Zimbra",2003-01-01,NA,2006-04-01,2006-04-01,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,1,0,0,0,0,"enterprise",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"acquired"
"WA",47.5827803,-122.1548103,"98005","c:30307","Bellevue","Smith & Tinker",2007-01-01,2012-11-08,2009-08-25,2009-08-25,2.6493,2.6493,1,1,1,1,2.9e+07,1,0,0,0,0,1,"games_video",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"closed"
"CA",37.390233,-122.033741,"94085","c:16271","Sunnyvale","Mu Dynamics",2005-01-01,NA,2005-01-01,2008-05-19,0,3.3808,5.6795,5.6795,5,3,2.4e+07,1,1,0,0,0,0,"network_hosting",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,"acquired"
"CA",34.1411985,-118.7040908,"91302","c:22712","Calabasas","Fulcrum Microsystems",2000-01-01,NA,2005-05-09,2010-03-15,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,1,0,0,0,0,"semiconductor",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,"acquired"
"CA",41.78942,-87.596232,"94105","c:9782","San Francisco","ReTel Technologies",2007-10-01,NA,2009-08-06,2009-12-02,1.8493,2.1726,2.1699,5.0822,4,2,1e+06,3,1,0,0,0,0,"analytics",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"acquired"
"CO",39.977763,-105.13193,"80027","c:68169","Louisville","NexGen Storage",2010-01-01,NA,2011-02-07,2011-11-15,1.1014,1.8712,2.6466,2.6959,14,2,12010000,2,0,0,0,0,1,"software",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"acquired"
"MA",42.479262,-71.152277,"1801","c:55354","Woburn","WAY Systems",2002-01-01,NA,2005-10-03,2005-10-03,3.7562,3.7562,-1,8.674,2,1,2.2e+07,3,0,0,1,0,0,"mobile",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"acquired"
